Id	VoiceId	TimelinePath	CharacterPrefabPath	WeaponPrefabPaths[1]	WeaponPrefabPaths[2]	WeaponPrefabPaths[3]	WeaponPrefabPaths[4]	WeaponPrefabPaths[5]	WeaponPrefabPaths[6]	WeaponMountBoneNames[1]	WeaponMountBoneNames[2]	WeaponMountBoneNames[3]	WeaponMountBoneNames[4]	WeaponMountBoneNames[5]	WeaponMountBoneNames[6]	CameraPrefabPath	MainCameraPrefabPath	UiShowTime	EffectPrefabPaths[1]	EffectPrefabPaths[2]	EffectPrefabPaths[3]	EffectPrefabPaths[4]	EffectPrefabPaths[5]	EffectPrefabPaths[6]	EffectPrefabPaths[7]	EffectPrefabPaths[8]	EffectPrefabPaths[9]	EffectPrefabPaths[10]	EffectPrefabPaths[11]	EffectPrefabPaths[12]	EffectPrefabPaths[13]	EffectBoneNames[1]	EffectBoneNames[2]	EffectBoneNames[3]	EffectBoneNames[4]	EffectBoneNames[5]	EffectBoneNames[6]	EffectBoneNames[7]	EffectBoneNames[8]	EffectBoneNames[9]	EffectBoneNames[10]	EffectBoneNames[11]	EffectBoneNames[12]	EffectBoneNames[13]
1381003	164078	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR3WeiluonikaMd010011.playable	Assets/Product/Role/CharaterPrefab/R3WeiluonikaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2DragonlanceMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R3WeiluonikaMd010011/Common/CTWeiluonika03Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.9	Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxR3WeiluonikaWin02.prefab	Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxR3WeiluonikaWinWeaponCase1.prefab	Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxR3WeiluonikaWinPingmu.prefab	Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxR3WeiluonikaWin01.prefab	Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxR3WeiluonikaWinEye.prefab	Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxR3WeiluonikaWinTrail.prefab								Bip001LHand	WeaponCase1	MainCamera	EffectRoot	Bip001Head	Bip001Pelvis							
1261003	142078	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR3YalishaMd010011.playable	Assets/Product/Role/CharaterPrefab/R3YalishaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E1BowMd030011.prefab	Assets/Product/Role/CharaterPrefab/R3AliyaMd010011.prefab					WeaponCase1						Assets/Product/Camera/Track/R3YalishaMd010011/Common/CTYalisha03Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.73	Assets/Product/Effect/Prefab/FxR3YalishaPrefab/Common/FxR3YalishaWin.prefab	Assets/Product/Effect/Prefab/FxR3YalishaPrefab/Common/FxR3YalishaWin1.prefab												EffectRoot	WeaponCase2											
1051003	105170	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR3YongyechaoMd010011.playable	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd010011.prefab	Assets/Product/Role/WeaponPrefab/E1SawMd030011.prefab						WeaponCase1						Assets/Product/Camera/Track/R3YongyechaoMd010011/Common/CTYyongyechao03win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	1.5599	Assets/Product/Effect/Prefab/FxR3YongyechaoPrefab/Common/FxR3YongyechaoWin.prefab	Assets/Product/Effect/Prefab/FxR3YongyechaoPrefab/Common/FxR3YongyechaoWin02.prefab												HitCase	EffectRoot											
1041004	134095	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4BiankaMd010011.playable	Assets/Product/Role/CharaterPrefab/R4BiankaMd010011HX.prefab	Assets/Product/Role/WeaponPrefab/E2BigswordMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R4BiankaMd019011/Common/CTBianka04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	4.63	Assets/Product/Effect/Prefab/FxR4BiankaPrefab/Common/FxR4BiankaWin01Wuqi.prefab	Assets/Product/Effect/Prefab/FxR4BiankaPrefab/Common/FxR4BiankaWinMd019241.prefab	Assets/Product/Effect/Prefab/FxR4BiankaPrefab/Common/FxR4BiankaWin02.prefab	Assets/Product/Effect/Prefab/FxR4BiankaPrefab/Common/FxR4BiankaWinSound.prefab	Assets/Product/Effect/Prefab/FxR4BiankaPrefab/Common/FxR4BiankaWinPingmu.prefab									WeaponCase1	EffectRoot	EffectRoot	EffectRoot	MainCamera								
1081004	145074	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4DubianMd010011.playable	Assets/Product/Role/CharaterPrefab/R4DubianMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2SabreMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R4DubianMd010011/Common/CTDubian04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	4.9	Assets/Product/Effect/Prefab/FxR4DubianPrefab/Common/FxR4DubianWinWeaponCase2.prefab	Assets/Product/Effect/Prefab/FxR4DubianPrefab/Common/FxR4DubianWin.prefab												WeaponCase4	EffectRoot											
1071004	132078	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4KalieninaMd010011.playable	Assets/Product/Role/CharaterPrefab/R4KalieninaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2HammerMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R4KalieninaMd010031/Common/CTKalienina04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.23	Assets/Product/Effect/Prefab/FxR4KalieninaPrefab/Common/FxR4KalieninaWin.prefab													EffectRoot												
1011004	136080	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4LiangMd010011.playable	Assets/Product/Role/CharaterPrefab/R4LiangMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2SuperliboxMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2SuperligunMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2SuperlirifleMd010011.prefab				WeaponCase1	WeaponCase2	WeaponCase3				Assets/Product/Camera/Track/R4LiangMd010031/Common/CTLiang04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.5599	Assets/Product/Effect/Prefab/FxR4LiangPrefab/Common/FxR4LiangWin.prefab													EffectRoot												
1031004	127078	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4LifuMd010011.playable	Assets/Product/Role/CharaterPrefab/R4LifuMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2WandMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R4LifuMd010021/Common/CTLifu04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	3.23	Assets/Product/Effect/Prefab/FxR4LifuPrefab/Common/FxR4LifuWin.prefab													EffectRoot												
1171004	148078	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4LunaMd010011.playable	Assets/Product/Role/CharaterPrefab/R4LunaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2CircleMd010011L.prefab	Assets/Product/Role/WeaponPrefab/E2CircleMd010011R.prefab					WeaponCase1	WeaponCase2					Assets/Product/Camera/Track/R4LunaMd010021/Common/CTLuna04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.23	Assets/Product/Effect/Prefab/FxR4LunaPrefab/Common/FxR4LunaAtkWin01.prefab	Assets/Product/Effect/Prefab/FxR4LunaPrefab/Common/FxR4LunaAtkWin02.prefab	Assets/Product/Effect/Prefab/FxR4LunaPrefab/Common/FxR4LunaAtkWin.prefab											Bip001RHand	WeaponsBoneL	EffectRoot										
1141004	167105	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4LuosaitaMd010011.playable	Assets/Product/Role/CharaterPrefab/R4LuosaitaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2HalberdMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R4LuosaitaMd010011/Common/CTLuosaita04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.9	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaWin01.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaWinBip.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaWinScene.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaWinPingmu.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaPlanktonBoneLWin.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaPlanktonBoneRWin.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaHindBoneL05WinFire.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaHindBoneR05WinFire.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaWinWeaponHide.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaBip001WinTrail01.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaFireRHindBoneR07.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaFireLHindBoneL07.prefab	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaBip001WinTrail.prefab	EffectRoot	Bip001	EffectRoot	MainCamera	planktonBoneL00	planktonBoneR00	HindBoneL05	HindBoneR05	EffectRoot	EffectRoot	HindBoneR07	HindBoneL07	Bip001
1021004	1022071	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4LuxiyaMd010011.playable	Assets/Product/Role/CharaterPrefab/R4LuxiyaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E1SwordMd030011.prefab						WeaponCase1						Assets/Product/Camera/Track/R4LuxiyaMd010011/Common/CTLuxiya04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	3.23	Assets/Product/Effect/Prefab/FxR4LuxiyaPrefab/Common/FxR4LuxiyaApple.prefab	Assets/Product/Effect/Prefab/FxR4LuxiyaPrefab/Common/FxR4LuxiyaWin.prefab												Bip001LHand	EffectRoot											
1531004	128078	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4SailinnaMd010011.playable	Assets/Product/Role/CharaterPrefab/R4SailinnaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2FluntMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R4SailinnaMd010021/Common/CTSailinna04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	3.73	Assets/Product/Effect/Prefab/FxR4SailinnaPrefab/Common/FxR4SailinnaWin01.prefab	Assets/Product/Effect/Prefab/FxR4SailinnaPrefab/Common/FxR4SailinnaWin02.prefab	Assets/Product/Effect/Prefab/FxR4SailinnaPrefab/Common/FxR4SailinnaWinballBoneA01.prefab	Assets/Product/Effect/Prefab/FxR4SailinnaPrefab/Common/FxR4SailinnaWin03.prefab										Bone002	EffectRoot	ballBoneA01	EffectRoot									
1061004	169084	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4ShenweiMd010011.playable	Assets/Product/Role/CharaterPrefab/R4ShenweiMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2GreatswordMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R4ShenweiMd010021/Common/CTShenwei04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	6.1599	Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxR4ShenweiWin.prefab	Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxR4ShenweiWinPingmu.prefab												EffectRoot	MainCamera											
1131004	159077	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4WeilaMd010011.playable	Assets/Product/Role/CharaterPrefab/R4WeilaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2BladespearMd010011R.prefab	Assets/Product/Role/WeaponPrefab/E2BladespearMd010011L.prefab					WeaponCase1	WeaponCase2					Assets/Product/Camera/Track/R4WeilaMd010031/Common/CTWeila04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.5599	Assets/Product/Effect/Prefab/FxR4WeilaPrefab/Common/FxR4WeilaWin.prefab	Assets/Product/Effect/Prefab/FxR4WeilaPrefab/Common/FxR4WeilaWinFace.prefab												EffectRoot	Bip001Head											
1041005	162079	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR5BiankaMd010011.playable	Assets/Product/Role/CharaterPrefab/R5BiankaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2ChainswordMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R5BiankaMd010011/Common/CTBianka05Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	4.9299	Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxR5BiankaWin.prefab	Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxR5BiankaWinBip001Head.prefab	Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxR5BiankaWinPingmu.prefab											EffectRoot	Bip001Head	MainCamera										
1021005	138082	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR5LuxiyaMd010011.playable	Assets/Product/Role/CharaterPrefab/R5LuxiyaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2AlphaMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R5LuxiyaMd010031/Common/CTLuxiya05Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.23	Assets/Product/Effect/Prefab/FxR5LuxiyaPrefab/Common/FxR5LuxiyaWinWeaponCase1.prefab	Assets/Product/Effect/Prefab/FxR5LuxiyaPrefab/Common/FxR5LuxiyaWinBoneLForeArmTwist1.prefab	Assets/Product/Effect/Prefab/FxR5LuxiyaPrefab/Common/FxR5LuxiyaWinBip001Head.prefab	Assets/Product/Effect/Prefab/FxR5LuxiyaPrefab/Common/FxR5LuxiyaWin.prefab	Assets/Product/Effect/Prefab/FxR5LuxiyaPrefab/Common/FxR5LuxiyaWinLongknivesBone.prefab									WeaponCase1	BoneLForeArmTwist1	Bip001Head	EffectRoot	LongknivesBone								
1531005	157084	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR5SailinnaMd010011.playable	Assets/Product/Role/CharaterPrefab/R5SailinnaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2BowrapierMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2DoublebassMd010011.prefab					WeaponCase1	WeaponCase2					Assets/Product/Camera/Track/R5SailinnaMd010011/Common/CTSailinna05Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.9	Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxR5SailinnaWin.prefab	Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxR5SailinnaWinPingmu.prefab												EffectRoot	EffectRoot											
1051005	154079	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR5YongyechaoMd010011.playable	Assets/Product/Role/CharaterPrefab/R5YongyechaoMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2BladeMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2AegisMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2AxeMd010011.prefab				WeaponCase1	WeaponCase2	WeaponCase3				Assets/Product/Camera/Track/R5YongyechaoMd010021/Common/CTYongyechao05Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.4299	Assets/Product/Effect/Prefab/FxR5YongyechaoPrefab/Common/FxR5YongyechaoWinTuoWei.prefab	Assets/Product/Effect/Prefab/FxR5YongyechaoPrefab/Common/FxR5YongyechaoWin.prefab												MechaBoneR02|MechaBoneL02	EffectRoot											
1021006	152075	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR6LuxiyaMd010011.playable	Assets/Product/Role/CharaterPrefab/R6LuxiyaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2TachiaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E3TachibMd010011.prefab					WeaponCase1	WeaponCase2					Assets/Product/Camera/Track/R6LuxiyaMd010031/Common/CTLuxiya06Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	5.5599	Assets/Product/Effect/Prefab/FxR6LuxiyaPrefab/Common/FxR6LuxiyaWinpingmu.prefab	Assets/Product/Effect/Prefab/FxR6LuxiyaPrefab/Common/FxR6LuxiyaWin.prefab	Assets/Product/Effect/Prefab/FxR6LuxiyaPrefab/Common/FxR6LuxiyaWinWeaponCase2.prefab											MainCamera	EffectRoot	WeaponCase2										
1021007	170096	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR7LuxiyaMd010011.playable	Assets/Product/Role/CharaterPrefab/R7LuxiyaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2KodachiMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2DachiMd010011.prefab					WeaponCase1	WeaponCase2					Assets/Product/Camera/Track/R7LuxiyaMd010021/Common/CTLuxiya07Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	6.23	Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxR7LuxiyaWin.prefab	Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxR7LuxiyaWinPingmu.prefab	Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxR7LuxiyaWinWeapon.prefab	Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxR7LuxiyaWin01.prefab	Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxR7LuxiyaWin02.prefab	Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxR7LuxiyaWinHead.prefab	Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxR7LuxiyaBuffWeaponQie01.prefab	Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxR7LuxiyaBuffWeaponQie02.prefab						EffectRoot	MainCamera	WeaponCase2	Bip001LForearm	Bip001Head	Bip001Head	EffectRoot	EffectRoot					
1051004	130078	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR4YongyechaobotMd010011.playable	Assets/Product/Role/CharaterPrefab/R4YongyechaobotMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2CuttingMd010011.prefab	Assets/Product/Role/CharaterPrefab/R4YongyechaoMd010011.prefab					WeaponCase1	Bip001Spine1					Assets/Product/Camera/Track/R4YongyechaobotMd010031/Common/CTYongyechao04Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	4.9	Assets/Product/Effect/Prefab/FxR4YongyechaobotPrefab/Common/FxR4YongyechaobotWinSound.prefab													EffectRoot												
1401003	171103	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR3HelentineMd010011.playable	Assets/Product/Role/CharaterPrefab/R3HelentineMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2ChainsawMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R3HelentineMd010011/Common/CTHelentine03Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	6.4	Assets/Product/Effect/Prefab/FxR3HelentinePrefab/Common/FxR3HelentineWin.prefab	Assets/Product/Effect/Prefab/FxR3HelentinePrefab/Common/FxR3HelentineWin01.prefab												EffectRoot	EffectRoot											
1071005	172091	Assets/Product/Ui/Animation/DrawCollaboration/UiNewDrawMainPerformance/PerformanceR5KalieninaMd010011.playable	Assets/Product/Role/CharaterPrefab/R5KalieninaMd010011.prefab	Assets/Product/Role/WeaponPrefab/E2AnchorMd010011.prefab						WeaponCase1						Assets/Product/Camera/Track/R5KalieninaMd010021/Common/CTKalienina05Win.prefab	Assets/Product/Camera/SceneCamera/165.prefab	7.73	Assets/Product/Effect/Prefab/FxR5KalieninaPrefab/Common/FxR5KalieninaWin01.prefab	Assets/Product/Effect/Prefab/FxR5KalieninaPrefab/Common/FxR5KalieninaWinPingmu.prefab	Assets/Product/Effect/Prefab/FxR5KalieninaPrefab/Common/FxR5KalieninaWinWeaponCase1.prefab											EffectRoot	MainCamera	WeaponCase1										
