ItemId	ItemType	OrbColor	OrbGroup	ItemTier	ItemName	ItemDesc	Icon	SkillId	SaveSkillNote	ItemMagic	Tags[1]	Tags[2]	Tags[3]	UnlockProgressionNodeId
73	1	2	19	1	Magnetic Shot I	The next <color=#67ef8a>3</color> basic attacks gain extra hits. Triggering this effect again adds more basic attack hits. Max <color=#67ef8a>99</color> stacks. DMG of extra hits equals Basic Attack DMG <color=#67ef8a>x 50%</color>.	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	502921	503004	505821	Signal Orb	Basic Attack Buff		23
74	1	2	19	2	Magnetic Shot II	The next <color=#67ef8a>3</color> basic attacks gain extra hits. Triggering this effect again adds more basic attack hits. Max <color=#67ef8a>99</color> stacks. DMG of extra hits equals Basic Attack DMG <color=#67ef8a>x 50%</color>.\n- Passive: Blue Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	502921	503004	505822	Signal Orb	Basic Attack Buff		23
75	1	2	19	3	Magnetic Shot III	The next <color=#67ef8a>7</color> basic attacks gain extra hits. Triggering this effect again adds more basic attack hits. Max <color=#67ef8a>99</color> stacks. DMG of extra hits equals Basic Attack DMG <color=#67ef8a>x 50%</color>.\n- Passive: Blue Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	502921	503004	505823	Signal Orb	Basic Attack Buff		23
76	1	2	19	4	Magnetic Shot IV	The next <color=#67ef8a>7</color> basic attacks gain extra hits. Triggering this effect again adds more basic attack hits. Max <color=#67ef8a>99</color> stacks. DMG of extra hits equals Basic Attack DMG <color=#67ef8a>x 125%</color>.\n- Passive: Blue Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	502921	503004	505824	Signal Orb	Basic Attack Buff		23
77	1	2	20	1	Healing Particle I	Summons a chess piece that restores HP for characters in a surrounding area. The piece lasts <color=#67ef8a>10</color>s. HP recovery: <color=#67ef8a>2</color>.	Assets/Product/Texture/Image/IconSkill/R1lifulan1.png	502922	503004	505821	Signal Orb	Summon	HP Recovery	
78	1	2	20	2	Healing Particle II	Summons a chess piece that restores HP for characters in a surrounding area. The piece lasts <color=#67ef8a>10</color>s. HP recovery: <color=#67ef8a>2</color>.\n- Passive: Blue Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R1lifulan1.png	502922	503004	505822	Signal Orb	Summon	HP Recovery	
79	1	2	20	3	Healing Particle III	Summons a chess piece that restores HP for characters in a surrounding area. The piece lasts <color=#67ef8a>10</color>s. HP recovery: <color=#67ef8a>3</color>.\n- Passive: Blue Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R1lifulan1.png	502922	503004	505823	Signal Orb	Summon	HP Recovery	
80	1	2	20	4	Healing Particle IV	Summons a chess piece that restores HP and increases speed for characters in a large surrounding area. The piece lasts <color=#67ef8a>10</color>s. HP recovery: <color=#67ef8a>3</color>. Speed: <color=#67ef8a>+25%</color>.\n- Passive: Blue Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R1lifulan1.png	502922	503004	505824	Signal Orb	Summon	HP Recovery	
81	1	3	21	1	Gravity Beacon I	After a brief delay, pulls enemies toward a small area centered on the character's current position.	Assets/Product/Texture/Image/IconSkill/R4Kalieninahuang1.png	502923	503005	505831	Signal Orb	Close Range	Control	
82	1	3	21	2	Gravity Beacon II	After a brief delay, pulls enemies toward a small area centered on the character's current position.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R4Kalieninahuang1.png	502923	503005	505832	Signal Orb	Close Range	Control	
83	1	3	21	3	Gravity Beacon III	After a brief delay, pulls enemies toward a large area centered on the character's current position.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R4Kalieninahuang1.png	502923	503005	505833	Signal Orb	Close Range	Control	
84	1	3	21	4	Gravity Beacon IV	After a brief delay, pulls enemies toward a large area centered on the character's current position. After casting, the character gains <color=#67ef8a>+5</color> Armor for <color=#67ef8a>5</color>s.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R4Kalieninahuang1.png	502923	503005	505834	Signal Orb	Close Range	Control	
85	1	3	22	1	Sanctum I	Briefly enters the Matrix, immobilizing all enemies for <color=#67ef8a>0.5</color>s.	Assets/Product/Texture/Image/IconSkill/R2lifuhuang1.png	502924	503005	505831	Signal Orb	Control		
86	1	3	22	2	Sanctum II	Briefly enters the Matrix, immobilizing all enemies for <color=#67ef8a>0.5</color>s.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2lifuhuang1.png	502924	503005	505832	Signal Orb	Control		
87	1	3	22	3	Sanctum III	Briefly enters the Matrix, immobilizing all enemies for <color=#67ef8a>1</color>s.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2lifuhuang1.png	502924	503005	505833	Signal Orb	Control		
88	1	3	22	4	Sanctum IV	Briefly enters the Matrix, immobilizing all enemies for <color=#67ef8a>1</color>s. After casting, enemies suffer <color=#ff4b5a>-3</color> Armor for <color=#67ef8a>3</color>s.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2lifuhuang1.png	502924	503005	505834	Signal Orb	Control		
89	1	3	23	1	High-Energy Invasion I	Immediately restores <color=#67ef8a>1</color> Sprint Charge.	Assets/Product/Texture/Image/IconSkill/R3shenweihuang1.png	502925	503005	505831	Signal Orb	Sprinting Ability		
90	1	3	23	2	High-Energy Invasion II	Immediately restores <color=#67ef8a>1</color> Sprint Charge.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R3shenweihuang1.png	502925	503005	505832	Signal Orb	Sprinting Ability		
91	1	3	23	3	High-Energy Invasion III	Immediately restores <color=#67ef8a>3</color> Sprint Charge.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R3shenweihuang1.png	502925	503005	505833	Signal Orb	Sprinting Ability		
92	1	3	23	4	High-Energy Invasion IV	Immediately restores <color=#67ef8a>3</color> Sprint Charge.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>. After sprinting, the character gains <color=#67ef8a>+8</color> Range for <color=#67ef8a>5</color>s. Duration resets every time it is triggered.	Assets/Product/Texture/Image/IconSkill/R3shenweihuang1.png	502925	503005	505834	Signal Orb	Sprinting Ability		
93	1	3	24	1	Guard Counter I	While active, the character gains increased Knockback. Duration resets every time it is triggered. Lasts <color=#67ef8a>5</color>s, Knockback <color=#67ef8a>+1.</color>	Assets/Product/Texture/Image/IconSkill/R3Luosaitahuang1.png	502926	503005	505831	Signal Orb	Control		
94	1	3	24	2	Guard Counter II	While active, the character gains increased Knockback. Duration resets every time it is triggered. Lasts <color=#67ef8a>5</color>s, Knockback <color=#67ef8a>+1</color>.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R3Luosaitahuang1.png	502926	503005	505832	Signal Orb	Control		
95	1	3	24	3	Guard Counter III	While active, the character gains increased Knockback. Duration resets every time it is triggered. Lasts <color=#67ef8a>7</color>s, Knockback <color=#67ef8a>+2</color>.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R3Luosaitahuang1.png	502926	503005	505833	Signal Orb	Control		
96	1	3	24	4	Guard Counter IV	While active, the character gains increased Knockback. Duration resets every time it is triggered. Lasts <color=#67ef8a>9</color>s, Knockback <color=#67ef8a>+3</color>.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R3Luosaitahuang1.png	502926	503005	505834	Signal Orb	Control		
97	1	3	25	1	Corrupting Slash I	Summons a chess piece that reduces the Armor of nearby enemies. The piece lasts <color=#67ef8a>10</color>s and reduces Armor by <color=#67ef8a>2</color> in a small area.	Assets/Product/Texture/Image/IconSkill/R2yongyechaohuang1.png	502927	503005	505831	Signal Orb	Summon		
98	1	3	25	2	Corrupting Slash II	Summons a chess piece that reduces the Armor of nearby enemies. The piece lasts <color=#67ef8a>10</color>s and reduces Armor by <color=#67ef8a>2</color> in a small area.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2yongyechaohuang1.png	502927	503005	505832	Signal Orb	Summon		
99	1	3	25	3	Corrupting Slash III	Summons a chess piece that reduces the Armor of nearby enemies. The piece lasts <color=#67ef8a>10</color>s and reduces Armor by <color=#67ef8a>3</color> in a small area.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2yongyechaohuang1.png	502927	503005	505833	Signal Orb	Summon		
100	1	3	25	4	Corrupting Slash IV	Summons a chess piece that reduces the Armor of nearby enemies. The piece lasts <color=#67ef8a>10</color>s and reduces Armor by <color=#67ef8a>3</color> in a medium area.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2yongyechaohuang1.png	502927	503005	505834	Signal Orb	Summon		
101	1	3	26	1	Glimpse Maneuver I	For <color=#67ef8a>10</color>s, greatly increases Dodge while the character is standing still. Duration resets every time it is triggered. Dodge <color=#67ef8a>+15%</color>.	Assets/Product/Texture/Image/IconSkill/R4Lianghuang1.png	502928	503005	505831	Signal Orb	Tanking Ability	Dodge Up	
102	1	3	26	2	Glimpse Maneuver II	For <color=#67ef8a>10</color>s, greatly increases Dodge while the character is standing still. Duration resets every time it is triggered. Dodge <color=#67ef8a>+15%</color>.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R4Lianghuang1.png	502928	503005	505832	Signal Orb	Tanking Ability	Dodge Up	
103	1	3	26	3	Glimpse Maneuver III	For <color=#67ef8a>10</color>s, greatly increases Dodge while the character is standing still. Duration resets every time it is triggered. Dodge <color=#67ef8a>+25%</color>.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R4Lianghuang1.png	502928	503005	505833	Signal Orb	Tanking Ability	Dodge Up	
104	1	3	26	4	Glimpse Maneuver IV	- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>. While the character is standing still, Dodge <color=#67ef8a>+25%</color> and Range <color=#67ef8a>+5</color>.	Assets/Product/Texture/Image/IconSkill/R4Lianghuang1.png	502928	503005	505834	Signal Orb	Tanking Ability	Dodge Up	
105	1	3	27	1	Acalanatha I	For <color=#67ef8a>10</color>s, greatly increases Armor while the character is standing still. Duration resets every time it is triggered. Armor <color=#67ef8a>+4</color>.	Assets/Product/Texture/Image/IconSkill/R2shenweihuang1.png	502929	503005	505831	Signal Orb	Tanking Ability	Armor Up	
106	1	3	27	2	Acalanatha II	For <color=#67ef8a>10</color>s, greatly increases Armor while the character is standing still. Duration resets every time it is triggered. Armor <color=#67ef8a>+4</color>.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2shenweihuang1.png	502929	503005	505832	Signal Orb	Tanking Ability	Armor Up	
107	1	3	27	3	Acalanatha III	For <color=#67ef8a>10</color>s, greatly increases Armor while the character is standing still. Duration resets every time it is triggered. Armor <color=#67ef8a>+6</color>.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R2shenweihuang1.png	502929	503005	505833	Signal Orb	Tanking Ability	Armor Up	
108	1	3	27	4	Acalanatha IV	- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>. While the character is standing still, Armor <color=#67ef8a>+6</color> and Lifesteal Chance <color=#67ef8a>+3%</color>.	Assets/Product/Texture/Image/IconSkill/R2shenweihuang1.png	502929	503005	505834	Signal Orb	Tanking Ability	Armor Up	
109	1	3	28	1	Holywings Scatter I	Summons a chess piece that continuously generates random Signal Orbs. The piece lasts <color=#67ef8a>5</color>s and generates <color=#67ef8a>1</color> random Signal Orb each time.	Assets/Product/Texture/Image/IconSkill/R4Lifuhuang1.png	502930	503005	505831	Signal Orb	Summon	Signal Orb Buff	
110	1	3	28	2	Holywings Scatter II	Summons a chess piece that continuously generates random Signal Orbs. The piece lasts <color=#67ef8a>5</color>s and generates <color=#67ef8a>1</color> random Signal Orb each time.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R4Lifuhuang1.png	502930	503005	505832	Signal Orb	Summon	Signal Orb Buff	
111	1	3	28	3	Holywings Scatter III	Summons a chess piece that continuously generates random Signal Orbs. The piece lasts <color=#67ef8a>5</color>s and generates <color=#67ef8a>2</color> random Signal Orbs each time.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>.	Assets/Product/Texture/Image/IconSkill/R4Lifuhuang1.png	502930	503005	505833	Signal Orb	Summon	Signal Orb Buff	
112	1	3	28	4	Holywings Scatter IV	Summons a chess piece that continuously generates random Signal Orbs and continuously reduces enemy speed in a medium area. The piece lasts <color=#67ef8a>5</color>s and generates <color=#67ef8a>2</color> random Signal Orbs each time.\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%</color>. Speed reduction: <color=#ff4b5a>-50</color> Speed.	Assets/Product/Texture/Image/IconSkill/R4Lifuhuang1.png	502930	503005	505834	Signal Orb	Summon	Signal Orb Buff	
113	1	1	29	1	Sonic Intrusion Ⅰ	Summons a Mine that monitors an area and deals damage to enemies entering it. The Mine lasts <color=#67ef8a>10</color>s, DMG <color=#67ef8a>=30.</color>	Assets/Product/Texture/Image/IconSkill/R2Buouxionghong1.png	502941	503003	505811	Signal Orb	Summon		
114	1	1	29	2	Sonic Intrusion Ⅱ	Summons a Mine that monitors an area and deals damage to enemies entering it. The Mine lasts <color=#67ef8a>10</color>s, DMG <color=#67ef8a>=30.</color> Area expands during Fever.\n-Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2Buouxionghong1.png	502941	503003	505812	Signal Orb	Summon		
115	1	1	29	3	Sonic Intrusion Ⅲ	Summons 2 Mines that monitor a large area and deal damage to enemies entering it. Mines last <color=#67ef8a>10</color>s, DMG <color=#67ef8a>=30.</color> Area expands during Fever.\n-Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2Buouxionghong1.png	502941	503003	505813	Signal Orb	Summon		
116	1	1	29	4	Sonic Intrusion Ⅳ	Summons 2 Parent Mines that monitor a large area and deal damage to enemies entering it. After dealing damage, Parent Mines leave behind Child Mines. Mines last <color=#67ef8a>10</color>s. Parent Mine DMG <color=#67ef8a>=30.</color> Child Mine DMG <color=#67ef8a>=20.</color> Area expands during Fever.\n-Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2Buouxionghong1.png	502941	503003	505814	Signal Orb	Summon		
117	1	1	30	1	Dual-Feed Rotor Ⅰ	Summons bear claws to circle the character, continuously dealing DMG to nearby enemies and knocking them back. Duration resets every time it is triggered. DMG <color=#67ef8a>=20.</color> Lasts <color=#67ef8a>5</color>s.	Assets/Product/Texture/Image/IconSkill/R3Buouxionghong1.png	502942	503003	505811	Signal Orb	Close Range	Control	7
118	1	1	30	2	Dual-Feed Rotor II	Summons bear claws to circle the character, continuously dealing DMG to nearby enemies and knocking them back. Duration resets every time it is triggered. DMG <color=#67ef8a>=20.</color> Lasts <color=#67ef8a>5</color>s. Area expands during Fever.\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R3Buouxionghong1.png	502942	503003	505812	Signal Orb	Close Range	Control	7
119	1	1	30	3	Dual-Feed Rotor III	Summons bear claws to circle the character, continuously dealing DMG to enemies within a large area and knocking them back. Duration resets every time it is triggered. DMG <color=#67ef8a>=30.</color> Lasts <color=#67ef8a>5</color>s.\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R3Buouxionghong1.png	502942	503003	505813	Signal Orb	Close Range	Control	7
120	1	1	30	4	Dual-Feed Rotor IV	Summons bear claws to circle the character, continuously dealing DMG to enemies within a large area and knocking them back. Duration resets every time it is triggered. DMG <color=#67ef8a>=30.</color> Lasts <color=#67ef8a>8</color>s.\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R3Buouxionghong1.png	502942	503003	505814	Signal Orb	Close Range	Control	7
121	1	1	31	1	Comet Propulsion I	Fires a gravity shot at the nearest enemy, pulling in enemies it touches. DMG <color=#67ef8a>=30.</color>	Assets/Product/Texture/Image/IconSkill/R4Kalieninahong1.png	502943	503003	505811	Signal Orb	Long Range	Control	
122	1	1	31	2	Comet Propulsion II	Fires gravity shots at the nearest enemy, pulling in and slowing enemies on contact. DMG <color=#67ef8a>=30.</color> Area expands during Fever.\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R4Kalieninahong1.png	502943	503003	505812	Signal Orb	Long Range	Control	
123	1	1	31	3	Comet Propulsion III	Fires <color=#67ef8a>3</color> gravity shots at the nearest enemy, pulling in and slowing enemies on contact. DMG <color=#67ef8a>=30.</color> Area expands during Fever.\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R4Kalieninahong1.png	502943	503003	505813	Signal Orb	Long Range	Control	
124	1	1	31	4	Comet Propulsion IV	Fires <color=#67ef8a>3</color> gravity shots at the nearest enemy, pulling in and slowing enemies on contact. DMG <color=#67ef8a>=30.</color> Speed reduction: <color=#ff4b5a>-30%</color>. Area expands during Fever.\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R4Kalieninahong1.png	502943	503003	505814	Signal Orb	Long Range	Control	
125	1	1	32	1	Mute Winter I	Fires Ice Tornadoes at the nearest enemy, freezing enemies on contact. Frozen enemies take Shatter DMG when hit. Shatter DMG <color=#67ef8a>=30.</color>	Assets/Product/Texture/Image/IconSkill/R4luxiyahong1.png	502944	503003	505811	Signal Orb	Long Range	Control	
126	1	1	32	2	Mute Winter II	Fires Ice Tornadoes at the nearest enemy, freezing enemies on contact. Frozen enemies take Shatter DMG when hit. Shatter DMG <color=#67ef8a>=30.</color>\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R4luxiyahong1.png	502944	503003	505812	Signal Orb	Long Range	Control	
127	1	1	32	3	Mute Winter III	Fires <color=#67ef8a>3</color> Ice Tornadoes at the nearest enemy, freezing enemies on contact. Frozen enemies take Shatter DMG when hit. Shatter DMG <color=#67ef8a>=30.</color>\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R4luxiyahong1.png	502944	503003	505813	Signal Orb	Long Range	Control	
128	1	1	32	4	Mute Winter IV	Fires <color=#67ef8a>3</color> long-range Ice Tornadoes at the nearest enemy, freezing enemies on contact. Frozen enemies take Shatter DMG when hit. Shatter DMG <color=#67ef8a>=30.</color>\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R4luxiyahong1.png	502944	503003	505814	Signal Orb	Long Range	Control	
129	1	1	33	1	Frozen Wind I	Fires <color=#67ef8a>1</color> Sword Wind at the nearest enemy. DMG <color=#67ef8a>=30.</color>	Assets/Product/Texture/Image/IconSkill/R3Luosaitahong1.png	502945	503003	505811	Signal Orb	Long Range	High DMG	
130	1	1	33	2	Frozen Wind II	Fires <color=#67ef8a>1</color> Sword Wind at the nearest enemy. DMG <color=#67ef8a>=30.</color>\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R3Luosaitahong1.png	502945	503003	505812	Signal Orb	Long Range	High DMG	
131	1	1	33	3	Frozen Wind III	Fires <color=#67ef8a>1</color> massive Sword Wind at the nearest enemy. DMG <color=#67ef8a>=30.</color>\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R3Luosaitahong1.png	502945	503003	505813	Signal Orb	Long Range	High DMG	
132	1	1	33	4	Frozen Wind IV	Fires <color=#67ef8a>1</color> massive Sword Wind at the nearest enemy. DMG <color=#67ef8a>=30.</color>\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color> Triggering a Dodge automatically fires a Sword Wind.	Assets/Product/Texture/Image/IconSkill/R3Luosaitahong1.png	502945	503003	505814	Signal Orb	Long Range	High DMG	
133	1	1	34	1	Precise Shots I	Summons chess pieces that fire barrages at the nearest enemy, slowing targets on hit. The pieces last <color=#67ef8a>5</color>s. DMG <color=#67ef8a>=10.</color> Speed reduction: <color=#ff4b5a>-10%</color>.	Assets/Product/Texture/Image/IconSkill/R2lihong1.png	502946	503003	505811	Signal Orb	Summon	Control	14
134	1	1	34	2	Precise Shots II	Summons chess pieces that fire barrages at the nearest enemy, slowing targets on hit. The pieces last <color=#67ef8a>5</color>s. DMG <color=#67ef8a>=10.</color> Speed reduction: <color=#ff4b5a>-10%</color>.\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2lihong1.png	502946	503003	505812	Signal Orb	Summon	Control	14
135	1	1	34	3	Precise Shots III	Summons chess pieces that fire barrages at the nearest enemy, slowing targets on hit. The pieces last <color=#67ef8a>5</color>s. DMG <color=#67ef8a>=10.</color> Speed reduction: <color=#ff4b5a>-20%</color>.\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2lihong1.png	502946	503003	505813	Signal Orb	Summon	Control	14
136	1	1	34	4	Precise Shots IV	Summons chess pieces that fire multiple barrages at the nearest enemy, slowing targets on hit. The pieces last <color=#67ef8a>5</color>s. DMG <color=#67ef8a>=10.</color> Speed reduction: <color=#ff4b5a>-20%</color>.\n- Passive: Red Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2lihong1.png	502946	503003	505814	Signal Orb	Summon	Control	14
137	1	2	35	1	Pursue Command I	For <color=#67ef8a>10</color>s, greatly increases Range while the character is standing still. Duration resets every time it is triggered. Range <color=#67ef8a>+5.</color>	Assets/Product/Texture/Image/IconSkill/R2Buouxionglan1.png	502947	503004	505821	Signal Orb	Range Boost		
138	1	2	35	2	Pursue Command II	For <color=#67ef8a>10</color>s, greatly increases Range while the character is standing still. Duration resets every time it is triggered. Range <color=#67ef8a>+5.</color>\n- Passive: Blue Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2Buouxionglan1.png	502947	503004	505822	Signal Orb	Range Boost		
139	1	2	35	3	Pursue Command III	For <color=#67ef8a>10</color>s, greatly increases Range and Dodge while the character is standing still. Duration resets every time it is triggered. Range +<color=#67ef8a>+10.</color> Dodge <color=#67ef8a>+10%.</color>\n- Passive: Yellow Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2Buouxionglan1.png	502947	503004	505823	Signal Orb	Range Boost		
140	1	2	35	4	Pursue Command IV	- Passive: When the character is standing still, Range <color=#67ef8a>+10</color>. Dodge <color=#67ef8a>+10%.</color> Blue Orb drop rate <color=#67ef8a>+25%.</color> While in Combo State, Range increases with combo count.	Assets/Product/Texture/Image/IconSkill/R2Buouxionglan1.png	502947	503004	505824	Signal Orb	Range Boost		
141	1	2	36	1	Withering Gospel I	While active, restores HP based on a portion of the character's lost HP. Duration resets every time it is triggered. Lasts <color=#67ef8a>5</color>s. Restoration ratio <color=#67ef8a>=6%.</color>	Assets/Product/Texture/Image/IconSkill/R4Lifulan1.png	502948	503004	505821	Signal Orb	HP Recovery		
142	1	2	36	2	Withering Gospel II	While active, restores HP based on a portion of the character's lost HP. Duration resets every time it is triggered. Lasts <color=#67ef8a>5</color>s. Restoration ratio <color=#67ef8a>=6%.</color>\n-Passive: Blue Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R4Lifulan1.png	502948	503004	505822	Signal Orb	HP Recovery		
143	1	2	36	3	Withering Gospel III	While active, restores HP based on a portion of the character's lost HP. Duration resets every time it is triggered. Lasts <color=#67ef8a>5</color>s. Restoration ratio <color=#67ef8a>=10%.</color>\n-Passive: Blue Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R4Lifulan1.png	502948	503004	505823	Signal Orb	HP Recovery		
144	1	2	36	4	Withering Gospel IV	While active, restores HP based on a portion of the character's lost HP. Duration resets every time it is triggered. Lasts <color=#67ef8a>8</color>s. Restoration ratio <color=#67ef8a>=10%.</color>\n-Passive: Blue Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R4Lifulan1.png	502948	503004	505824	Signal Orb	HP Recovery		
145	1	3	37	1	Steadfast Foundation I	Summons a shield that continuously orbits the character for the duration. Duration resets every time it is triggered. The shield can block ranged attacks. Lasts <color=#67ef8a>6</color>s.	Assets/Product/Texture/Image/IconSkill/R3Twentyonehuang1.png	502949	503005	505831	Signal Orb	Protection		
146	1	3	37	2	Steadfast Foundation II	Summons a shield that continuously orbits the character for the duration. Duration resets every time it is triggered. The shield can block ranged attacks. Lasts <color=#67ef8a>6</color>s.\n-Passive: Yellow Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R3Twentyonehuang1.png	502949	503005	505832	Signal Orb	Protection		
147	1	3	37	3	Steadfast Foundation III	While active, summons shields that spin around the character. The character gains increased Lifesteal Efficiency. Duration resets every time it is triggered. The shields block ranged attacks. Lasts <color=#67ef8a>6</color>s. Lifesteal Efficiency <color=#67ef8a>+5%.</color>\n-Passive: Yellow Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R3Twentyonehuang1.png	502949	503005	505833	Signal Orb	Protection		
148	1	3	37	4	Steadfast Foundation IV	While active, summons <color=#67ef8a>2</color> shields that spin around the character. The character gains increased Lifesteal Efficiency. Duration resets every time it is triggered. The shields block ranged attacks. Lasts <color=#67ef8a>6</color>s. Lifesteal Efficiency <color=#67ef8a>+5%.</color>\n-Passive: Yellow Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R3Twentyonehuang1.png	502949	503005	505834	Signal Orb	Protection		
149	1	3	38	1	Frostbite Leap I	Freezes enemies in a small area centered on the character's current position. Deals Shatter DMG when frozen enemies take damage. Shatter DMG <color=#67ef8a>=30.</color>	Assets/Product/Texture/Image/IconSkill/R2Hakamahuang1.png	502950	503005	505831	Signal Orb	Control		
150	1	3	38	2	Frostbite Leap II	Freezes enemies in a small area centered on the character's current position. Deals Shatter DMG when frozen enemies take damage. Shatter DMG <color=#67ef8a>=30.</color>\n-Passive: Yellow Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2Hakamahuang1.png	502950	503005	505832	Signal Orb	Control		
151	1	3	38	3	Frostbite Leap III	Freezes enemies in a small area centered on the character's current position. Deals Shatter DMG when frozen enemies take damage. Shatter DMG <color=#67ef8a>=45.</color>\n-Passive: Yellow Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2Hakamahuang1.png	502950	503005	505833	Signal Orb	Control		
