Id	SkillId	Level	ConditionId[1]	ConditionId[2]	ConditionId[3]	UseSkillPoint	UseCoin
2282	103511	18					
2283	103516	1	60001			1	2000
2284	103516	2	60002			1	3000
2285	103516	3	60003			1	4000
2286	103516	4	60004			1	5000
2287	103516	5	60005			2	6000
2288	103516	6	60006			2	7000
2289	103516	7	60007			2	8000
2290	103516	8	60008			2	9000
2291	103516	9	60009			2	10000
2292	103516	10	60010			3	12000
2293	103516	11	60011			3	14000
2294	103516	12	60012			3	16000
2295	103516	13	60013			3	18000
2296	103516	14	60014			3	20000
2297	103516	15	60015			5	22000
2298	103516	16	60016			5	24000
2299	103516	17	60017			5	26000
2300	103516	18					
2301	103517	1	60101			1	2000
2302	103517	2	60102			1	3000
2303	103517	3	60103			1	4000
2304	103517	4	60104			1	5000
2305	103517	5	60105			2	6000
2306	103517	6	60106			2	7000
2307	103517	7	60107			2	8000
2308	103517	8	60108			2	9000
2309	103517	9	60109			2	10000
2310	103517	10	60110			3	12000
2311	103517	11	60111			3	14000
2312	103517	12	60112			3	16000
2313	103517	13	60113			3	18000
2314	103517	14	60114			3	20000
2315	103517	15	60115			5	22000
2316	103517	16	60116			5	24000
2317	103517	17	60117			5	26000
2318	103517	18					
2319	103518	1	60501			1	2000
2320	103518	2	60502			1	3000
2321	103518	3	60503			1	4000
2322	103518	4	60504			1	5000
2323	103518	5	60505			2	6000
2324	103518	6	60506			2	7000
2325	103518	7	60507			2	8000
2326	103518	8	60508			2	9000
2327	103518	9	60509			2	10000
2328	103518	10	60510			3	12000
2329	103518	11	60511			3	14000
2330	103518	12	60512			3	16000
2331	103518	13	60513			3	18000
2332	103518	14	60514			3	20000
2333	103518	15	60515			5	22000
2334	103518	16	60516			5	24000
2335	103518	17	60517			5	26000
2336	103518	18					
2337	103521	1	60201			1	2000
2338	103521	2	60202			1	3000
2339	103521	3	60203			1	4000
2340	103521	4	60204			1	5000
2341	103521	5	60205			2	6000
2342	103521	6	60206			2	7000
2343	103521	7	60207			2	8000
2344	103521	8	60208			2	9000
2345	103521	9	60209			2	10000
2346	103521	10	60210			3	12000
2347	103521	11	60211			3	14000
2348	103521	12	60212			3	16000
2349	103521	13	60213			3	18000
2350	103521	14	60214			3	20000
2351	103521	15	60215			5	22000
2352	103521	16	60216			5	24000
2353	103521	17	60217			5	26000
2354	103521	18					
2355	103522	0	61002			3	25000
2356	103522	1	61002			3	25000
2357	103523	1	60301	61301		1	2000
2358	103523	2	60302	61302		1	3000
2359	103523	3	60303	61303		1	4000
2360	103523	4	60304	61304		1	5000
2361	103523	5	60305	61305		2	6000
2362	103523	6	60306	61306		2	7000
2363	103523	7	60307	61307		2	8000
2364	103523	8	60308	61308		2	9000
2365	103523	9	60309	61309		2	10000
2366	103523	10	60310	61310		3	12000
2367	103523	11	60311	61311		3	14000
2368	103523	12	60312	61312		3	16000
2369	103523	13	60313	61313		3	18000
2370	103523	14	60314	61314		3	20000
2371	103523	15	60315	61315		5	22000
2372	103523	16	60316	61316		5	24000
2373	103523	17	60317	61317		5	26000
2374	103523	18					
2375	103524	0	62004			2	20000
2376	103524	1	62005			3	30000
2377	103524	2	62005			5	50000
2378	103525	0	62006			3	35000
2379	103525	1	62007			4	40000
2380	103525	2	62007			7	75000
2381	103526	0	62008			3	30000
2382	103526	1	62009			3	30000
2383	103526	2	62010			4	40000
2384	103526	3	62010			10	100000
2385	103527	0	60475				
2386	103527	1	60475				
2387	103528	1	60501			1	2000
2388	103528	2	60502			1	3000
2389	103528	3	60503			1	4000
2390	103528	4	60504			1	5000
2391	103528	5	60505			2	6000
2392	103528	6	60506			2	7000
2393	103528	7	60507			2	8000
2394	103528	8	60508			2	9000
2395	103528	9	60509			2	10000
2396	103528	10	60510			3	12000
2397	103528	11	60511			3	14000
2398	103528	12	60512			3	16000
2399	103528	13	60513			3	18000
2400	103528	14	60514			3	20000
2401	103528	15	60515			5	22000
2402	103528	16	60516			5	24000
2403	103528	17	60517			5	26000
2404	103528	18					
2405	104201	1	60001			1	2000
2406	104201	2	60002			1	3000
2407	104201	3	60003			1	4000
2408	104201	4	60004			1	5000
2409	104201	5	60005			2	6000
2410	104201	6	60006			2	7000
2411	104201	7	60007			2	8000
2412	104201	8	60008			2	9000
2413	104201	9	60009			2	10000
2414	104201	10	60010			3	12000
2415	104201	11	60011			3	14000
2416	104201	12	60012			3	16000
2417	104201	13	60013			3	18000
2418	104201	14	60014			3	20000
2419	104201	15	60015			5	22000
2420	104201	16	60016			5	24000
2421	104201	17	60017			5	26000
2422	104201	18					
2423	104206	1	60101			1	2000
2424	104206	2	60102			1	3000
2425	104206	3	60103			1	4000
2426	104206	4	60104			1	5000
2427	104206	5	60105			2	6000
2428	104206	6	60106			2	7000
2429	104206	7	60107			2	8000
2430	104206	8	60108			2	9000
2431	104206	9	60109			2	10000
2432	104206	10	60110			3	12000
2433	104206	11	60111			3	14000
2434	104206	12	60112			3	16000
2435	104206	13	60113			3	18000
2436	104206	14	60114			3	20000
2437	104206	15	60115			5	22000
2438	104206	16	60116			5	24000
2439	104206	17	60117			5	26000
2440	104206	18					
2441	104211	1	60201			1	2000
2442	104211	2	60202			1	3000
2443	104211	3	60203			1	4000
2444	104211	4	60204			1	5000
2445	104211	5	60205			2	6000
2446	104211	6	60206			2	7000
2447	104211	7	60207			2	8000
2448	104211	8	60208			2	9000
2449	104211	9	60209			2	10000
2450	104211	10	60210			3	12000
2451	104211	11	60211			3	14000
2452	104211	12	60212			3	16000
2453	104211	13	60213			3	18000
2454	104211	14	60214			3	20000
2455	104211	15	60215			5	22000
2456	104211	16	60216			5	24000
2457	104211	17	60217			5	26000
2458	104211	18					
2459	104216	1	60001			1	2000
2460	104216	2	60002			1	3000
2461	104216	3	60003			1	4000
2462	104216	4	60004			1	5000
2463	104216	5	60005			2	6000
2464	104216	6	60006			2	7000
2465	104216	7	60007			2	8000
2466	104216	8	60008			2	9000
2467	104216	9	60009			2	10000
2468	104216	10	60010			3	12000
2469	104216	11	60011			3	14000
2470	104216	12	60012			3	16000
2471	104216	13	60013			3	18000
2472	104216	14	60014			3	20000
2473	104216	15	60015			5	22000
2474	104216	16	60016			5	24000
2475	104216	17	60017			5	26000
2476	104216	18					
2477	104217	1	60101			1	2000
2478	104217	2	60102			1	3000
2479	104217	3	60103			1	4000
2480	104217	4	60104			1	5000
2481	104217	5	60105			2	6000
2482	104217	6	60106			2	7000
2483	104217	7	60107			2	8000
2484	104217	8	60108			2	9000
2485	104217	9	60109			2	10000
2486	104217	10	60110			3	12000
2487	104217	11	60111			3	14000
2488	104217	12	60112			3	16000
2489	104217	13	60113			3	18000
2490	104217	14	60114			3	20000
2491	104217	15	60115			5	22000
2492	104217	16	60116			5	24000
2493	104217	17	60117			5	26000
2494	104217	18					
2495	104218	1	60501			1	2000
2496	104218	2	60502			1	3000
2497	104218	3	60503			1	4000
2498	104218	4	60504			1	5000
2499	104218	5	60505			2	6000
2500	104218	6	60506			2	7000
2501	104218	7	60507			2	8000
2502	104218	8	60508			2	9000
2503	104218	9	60509			2	10000
2504	104218	10	60510			3	12000
2505	104218	11	60511			3	14000
2506	104218	12	60512			3	16000
2507	104218	13	60513			3	18000
2508	104218	14	60514			3	20000
2509	104218	15	60515			5	22000
2510	104218	16	60516			5	24000
2511	104218	17	60517			5	26000
2512	104218	18					
2513	104221	1	60201			1	2000
2514	104221	2	60202			1	3000
2515	104221	3	60203			1	4000
2516	104221	4	60204			1	5000
2517	104221	5	60205			2	6000
2518	104221	6	60206			2	7000
2519	104221	7	60207			2	8000
2520	104221	8	60208			2	9000
2521	104221	9	60209			2	10000
2522	104221	10	60210			3	12000
2523	104221	11	60211			3	14000
2524	104221	12	60212			3	16000
2525	104221	13	60213			3	18000
2526	104221	14	60214			3	20000
2527	104221	15	60215			5	22000
2528	104221	16	60216			5	24000
2529	104221	17	60217			5	26000
2530	104221	18					
2531	104222	0	61002			3	25000
2532	104222	1	61002			3	25000
2533	104223	1	60301	61301		1	2000
2534	104223	2	60302	61302		1	3000
2535	104223	3	60303	61303		1	4000
2536	104223	4	60304	61304		1	5000
2537	104223	5	60305	61305		2	6000
2538	104223	6	60306	61306		2	7000
2539	104223	7	60307	61307		2	8000
2540	104223	8	60308	61308		2	9000
2541	104223	9	60309	61309		2	10000
2542	104223	10	60310	61310		3	12000
2543	104223	11	60311	61311		3	14000
2544	104223	12	60312	61312		3	16000
2545	104223	13	60313	61313		3	18000
2546	104223	14	60314	61314		3	20000
2547	104223	15	60315	61315		5	22000
2548	104223	16	60316	61316		5	24000
2549	104223	17	60317	61317		5	26000
2550	104223	18					
2551	104224	0	61004			5	50000
2552	104224	1	61004			5	50000
2553	104225	0	61005			7	75000
2554	104225	1	61005			7	75000
2555	104226	0	61006			10	100000
2556	104226	1	61006			10	100000
2557	104227	0	60403				
2558	104227	1	60403				
2559	104301	1	60001			1	2000
2560	104301	2	60002			1	3000
2561	104301	3	60003			1	4000
2562	104301	4	60004			1	5000
2563	104301	5	60005			2	6000
2564	104301	6	60006			2	7000
2565	104301	7	60007			2	8000
2566	104301	8	60008			2	9000
2567	104301	9	60009			2	10000
2568	104301	10	60010			3	12000
2569	104301	11	60011			3	14000
2570	104301	12	60012			3	16000
2571	104301	13	60013			3	18000
2572	104301	14	60014			3	20000
2573	104301	15	60015			5	22000
2574	104301	16	60016			5	24000
2575	104301	17	60017			5	26000
2576	104301	18					
2577	104306	1	60101			1	2000
2578	104306	2	60102			1	3000
2579	104306	3	60103			1	4000
2580	104306	4	60104			1	5000
2581	104306	5	60105			2	6000
2582	104306	6	60106			2	7000
2583	104306	7	60107			2	8000
2584	104306	8	60108			2	9000
2585	104306	9	60109			2	10000
2586	104306	10	60110			3	12000
2587	104306	11	60111			3	14000
2588	104306	12	60112			3	16000
2589	104306	13	60113			3	18000
2590	104306	14	60114			3	20000
2591	104306	15	60115			5	22000
2592	104306	16	60116			5	24000
2593	104306	17	60117			5	26000
2594	104306	18					
2595	104311	1	60201			1	2000
2596	104311	2	60202			1	3000
2597	104311	3	60203			1	4000
2598	104311	4	60204			1	5000
2599	104311	5	60205			2	6000
2600	104311	6	60206			2	7000
2601	104311	7	60207			2	8000
2602	104311	8	60208			2	9000
2603	104311	9	60209			2	10000
2604	104311	10	60210			3	12000
2605	104311	11	60211			3	14000
2606	104311	12	60212			3	16000
2607	104311	13	60213			3	18000
2608	104311	14	60214			3	20000
2609	104311	15	60215			5	22000
2610	104311	16	60216			5	24000
2611	104311	17	60217			5	26000
2612	104311	18					
2613	104316	1	60001			1	2000
2614	104316	2	60002			1	3000
2615	104316	3	60003			1	4000
2616	104316	4	60004			1	5000
2617	104316	5	60005			2	6000
2618	104316	6	60006			2	7000
2619	104316	7	60007			2	8000
2620	104316	8	60008			2	9000
2621	104316	9	60009			2	10000
2622	104316	10	60010			3	12000
2623	104316	11	60011			3	14000
2624	104316	12	60012			3	16000
2625	104316	13	60013			3	18000
2626	104316	14	60014			3	20000
2627	104316	15	60015			5	22000
2628	104316	16	60016			5	24000
2629	104316	17	60017			5	26000
2630	104316	18					
2631	104317	1	60101			1	2000
2632	104317	2	60102			1	3000
2633	104317	3	60103			1	4000
2634	104317	4	60104			1	5000
2635	104317	5	60105			2	6000
2636	104317	6	60106			2	7000
2637	104317	7	60107			2	8000
2638	104317	8	60108			2	9000
2639	104317	9	60109			2	10000
2640	104317	10	60110			3	12000
2641	104317	11	60111			3	14000
2642	104317	12	60112			3	16000
2643	104317	13	60113			3	18000
2644	104317	14	60114			3	20000
2645	104317	15	60115			5	22000
2646	104317	16	60116			5	24000
2647	104317	17	60117			5	26000
2648	104317	18					
2649	104318	1	60501			1	2000
2650	104318	2	60502			1	3000
2651	104318	3	60503			1	4000
2652	104318	4	60504			1	5000
2653	104318	5	60505			2	6000
2654	104318	6	60506			2	7000
2655	104318	7	60507			2	8000
2656	104318	8	60508			2	9000
2657	104318	9	60509			2	10000
2658	104318	10	60510			3	12000
2659	104318	11	60511			3	14000
2660	104318	12	60512			3	16000
2661	104318	13	60513			3	18000
2662	104318	14	60514			3	20000
2663	104318	15	60515			5	22000
2664	104318	16	60516			5	24000
2665	104318	17	60517			5	26000
2666	104318	18					
2667	104321	1	60201			1	2000
2668	104321	2	60202			1	3000
2669	104321	3	60203			1	4000
2670	104321	4	60204			1	5000
2671	104321	5	60205			2	6000
2672	104321	6	60206			2	7000
2673	104321	7	60207			2	8000
2674	104321	8	60208			2	9000
2675	104321	9	60209			2	10000
2676	104321	10	60210			3	12000
2677	104321	11	60211			3	14000
2678	104321	12	60212			3	16000
2679	104321	13	60213			3	18000
2680	104321	14	60214			3	20000
2681	104321	15	60215			5	22000
2682	104321	16	60216			5	24000
2683	104321	17	60217			5	26000
2684	104321	18					
2685	104322	0	61002			3	25000
2686	104322	1	61002			3	25000
2687	104323	1	60301	61301		1	2000
2688	104323	2	60302	61302		1	3000
2689	104323	3	60303	61303		1	4000
2690	104323	4	60304	61304		1	5000
2691	104323	5	60305	61305		2	6000
2692	104323	6	60306	61306		2	7000
2693	104323	7	60307	61307		2	8000
2694	104323	8	60308	61308		2	9000
2695	104323	9	60309	61309		2	10000
2696	104323	10	60310	61310		3	12000
2697	104323	11	60311	61311		3	14000
2698	104323	12	60312	61312		3	16000
2699	104323	13	60313	61313		3	18000
2700	104323	14	60314	61314		3	20000
2701	104323	15	60315	61315		5	22000
2702	104323	16	60316	61316		5	24000
2703	104323	17	60317	61317		5	26000
2704	104323	18					
2705	104324	0	61004			5	50000
2706	104324	1	61004			5	50000
2707	104325	0	61005			7	75000
2708	104325	1	61005			7	75000
2709	104326	0	61006			10	100000
2710	104326	1	61006			10	100000
2711	104327	0	60419				
2712	104327	1	60419				
2713	104401	1	60001			1	2000
2714	104401	2	60002			1	3000
2715	104401	3	60003			1	4000
2716	104401	4	60004			1	5000
2717	104401	5	60005			2	6000
2718	104401	6	60006			2	7000
2719	104401	7	60007			2	8000
2720	104401	8	60008			2	9000
2721	104401	9	60009			2	10000
2722	104401	10	60010			3	12000
2723	104401	11	60011			3	14000
2724	104401	12	60012			3	16000
2725	104401	13	60013			3	18000
2726	104401	14	60014			3	20000
2727	104401	15	60015			5	22000
2728	104401	16	60016			5	24000
2729	104401	17	60017			5	26000
2730	104401	18					
2731	104406	1	60101			1	2000
2732	104406	2	60102			1	3000
2733	104406	3	60103			1	4000
2734	104406	4	60104			1	5000
2735	104406	5	60105			2	6000
2736	104406	6	60106			2	7000
2737	104406	7	60107			2	8000
2738	104406	8	60108			2	9000
2739	104406	9	60109			2	10000
2740	104406	10	60110			3	12000
2741	104406	11	60111			3	14000
2742	104406	12	60112			3	16000
2743	104406	13	60113			3	18000
2744	104406	14	60114			3	20000
2745	104406	15	60115			5	22000
2746	104406	16	60116			5	24000
2747	104406	17	60117			5	26000
2748	104406	18					
2749	104411	1	60201			1	2000
2750	104411	2	60202			1	3000
2751	104411	3	60203			1	4000
2752	104411	4	60204			1	5000
2753	104411	5	60205			2	6000
2754	104411	6	60206			2	7000
2755	104411	7	60207			2	8000
2756	104411	8	60208			2	9000
2757	104411	9	60209			2	10000
2758	104411	10	60210			3	12000
2759	104411	11	60211			3	14000
2760	104411	12	60212			3	16000
2761	104411	13	60213			3	18000
2762	104411	14	60214			3	20000
2763	104411	15	60215			5	22000
2764	104411	16	60216			5	24000
2765	104411	17	60217			5	26000
2766	104411	18					
2767	104416	1	60001			1	2000
2768	104416	2	60002			1	3000
2769	104416	3	60003			1	4000
2770	104416	4	60004			1	5000
2771	104416	5	60005			2	6000
2772	104416	6	60006			2	7000
2773	104416	7	60007			2	8000
2774	104416	8	60008			2	9000
2775	104416	9	60009			2	10000
2776	104416	10	60010			3	12000
2777	104416	11	60011			3	14000
2778	104416	12	60012			3	16000
2779	104416	13	60013			3	18000
2780	104416	14	60014			3	20000
2781	104416	15	60015			5	22000
2782	104416	16	60016			5	24000
2783	104416	17	60017			5	26000
2784	104416	18					
2785	104417	1	60101			1	2000
2786	104417	2	60102			1	3000
2787	104417	3	60103			1	4000
2788	104417	4	60104			1	5000
2789	104417	5	60105			2	6000
2790	104417	6	60106			2	7000
2791	104417	7	60107			2	8000
2792	104417	8	60108			2	9000
2793	104417	9	60109			2	10000
2794	104417	10	60110			3	12000
2795	104417	11	60111			3	14000
2796	104417	12	60112			3	16000
2797	104417	13	60113			3	18000
2798	104417	14	60114			3	20000
2799	104417	15	60115			5	22000
2800	104417	16	60116			5	24000
2801	104417	17	60117			5	26000
2802	104417	18					
2803	104418	1	60501			1	2000
2804	104418	2	60502			1	3000
2805	104418	3	60503			1	4000
2806	104418	4	60504			1	5000
2807	104418	5	60505			2	6000
2808	104418	6	60506			2	7000
2809	104418	7	60507			2	8000
2810	104418	8	60508			2	9000
2811	104418	9	60509			2	10000
2812	104418	10	60510			3	12000
2813	104418	11	60511			3	14000
2814	104418	12	60512			3	16000
2815	104418	13	60513			3	18000
2816	104418	14	60514			3	20000
2817	104418	15	60515			5	22000
2818	104418	16	60516			5	24000
2819	104418	17	60517			5	26000
2820	104418	18					
2821	104421	1	60201			1	2000
2822	104421	2	60202			1	3000
2823	104421	3	60203			1	4000
2824	104421	4	60204			1	5000
2825	104421	5	60205			2	6000
2826	104421	6	60206			2	7000
2827	104421	7	60207			2	8000
2828	104421	8	60208			2	9000
2829	104421	9	60209			2	10000
2830	104421	10	60210			3	12000
2831	104421	11	60211			3	14000
2832	104421	12	60212			3	16000
2833	104421	13	60213			3	18000
2834	104421	14	60214			3	20000
2835	104421	15	60215			5	22000
2836	104421	16	60216			5	24000
2837	104421	17	60217			5	26000
2838	104421	18					
2839	104422	0	61002			3	25000
2840	104422	1	61002			3	25000
2841	104423	1	60301	61301		1	2000
2842	104423	2	60302	61302		1	3000
2843	104423	3	60303	61303		1	4000
2844	104423	4	60304	61304		1	5000
2845	104423	5	60305	61305		2	6000
2846	104423	6	60306	61306		2	7000
2847	104423	7	60307	61307		2	8000
2848	104423	8	60308	61308		2	9000
2849	104423	9	60309	61309		2	10000
2850	104423	10	60310	61310		3	12000
2851	104423	11	60311	61311		3	14000
2852	104423	12	60312	61312		3	16000
2853	104423	13	60313	61313		3	18000
2854	104423	14	60314	61314		3	20000
2855	104423	15	60315	61315		5	22000
2856	104423	16	60316	61316		5	24000
2857	104423	17	60317	61317		5	26000
2858	104423	18					
2859	104424	0	62004			2	20000
2860	104424	1	62005			3	30000
2861	104424	2	62005			5	50000
2862	104425	0	62006			3	35000
2863	104425	1	62007			4	40000
2864	104425	2	62007			7	75000
2865	104426	0	62008			3	30000
2866	104426	1	62009			3	30000
2867	104426	2	62010			4	40000
2868	104426	3	62010			10	100000
2869	104427	0	60444				
2870	104427	1	60444				
2871	104501	1	60001			1	2000
2872	104501	2	60002			1	3000
2873	104501	3	60003			1	4000
2874	104501	4	60004			1	5000
2875	104501	5	60005			2	6000
2876	104501	6	60006			2	7000
2877	104501	7	60007			2	8000
2878	104501	8	60008			2	9000
2879	104501	9	60009			2	10000
2880	104501	10	60010			3	12000
2881	104501	11	60011			3	14000
2882	104501	12	60012			3	16000
2883	104501	13	60013			3	18000
2884	104501	14	60014			3	20000
2885	104501	15	60015			5	22000
2886	104501	16	60016			5	24000
2887	104501	17	60017			5	26000
2888	104501	18					
2889	104506	1	60101			1	2000
2890	104506	2	60102			1	3000
2891	104506	3	60103			1	4000
2892	104506	4	60104			1	5000
2893	104506	5	60105			2	6000
2894	104506	6	60106			2	7000
2895	104506	7	60107			2	8000
2896	104506	8	60108			2	9000
2897	104506	9	60109			2	10000
2898	104506	10	60110			3	12000
2899	104506	11	60111			3	14000
2900	104506	12	60112			3	16000
2901	104506	13	60113			3	18000
2902	104506	14	60114			3	20000
2903	104506	15	60115			5	22000
2904	104506	16	60116			5	24000
2905	104506	17	60117			5	26000
2906	104506	18					
2907	104511	1	60201			1	2000
2908	104511	2	60202			1	3000
2909	104511	3	60203			1	4000
2910	104511	4	60204			1	5000
2911	104511	5	60205			2	6000
2912	104511	6	60206			2	7000
2913	104511	7	60207			2	8000
2914	104511	8	60208			2	9000
2915	104511	9	60209			2	10000
2916	104511	10	60210			3	12000
2917	104511	11	60211			3	14000
2918	104511	12	60212			3	16000
2919	104511	13	60213			3	18000
2920	104511	14	60214			3	20000
2921	104511	15	60215			5	22000
2922	104511	16	60216			5	24000
2923	104511	17	60217			5	26000
2924	104511	18					
2925	104516	1	60001			1	2000
2926	104516	2	60002			1	3000
2927	104516	3	60003			1	4000
2928	104516	4	60004			1	5000
2929	104516	5	60005			2	6000
2930	104516	6	60006			2	7000
2931	104516	7	60007			2	8000
2932	104516	8	60008			2	9000
2933	104516	9	60009			2	10000
2934	104516	10	60010			3	12000
2935	104516	11	60011			3	14000
2936	104516	12	60012			3	16000
2937	104516	13	60013			3	18000
2938	104516	14	60014			3	20000
2939	104516	15	60015			5	22000
2940	104516	16	60016			5	24000
2941	104516	17	60017			5	26000
2942	104516	18					
2943	104517	1	60101			1	2000
2944	104517	2	60102			1	3000
2945	104517	3	60103			1	4000
2946	104517	4	60104			1	5000
2947	104517	5	60105			2	6000
2948	104517	6	60106			2	7000
2949	104517	7	60107			2	8000
2950	104517	8	60108			2	9000
2951	104517	9	60109			2	10000
2952	104517	10	60110			3	12000
2953	104517	11	60111			3	14000
2954	104517	12	60112			3	16000
2955	104517	13	60113			3	18000
2956	104517	14	60114			3	20000
2957	104517	15	60115			5	22000
2958	104517	16	60116			5	24000
2959	104517	17	60117			5	26000
2960	104517	18					
2961	104518	1	60501			1	2000
2962	104518	2	60502			1	3000
2963	104518	3	60503			1	4000
2964	104518	4	60504			1	5000
2965	104518	5	60505			2	6000
2966	104518	6	60506			2	7000
2967	104518	7	60507			2	8000
2968	104518	8	60508			2	9000
2969	104518	9	60509			2	10000
2970	104518	10	60510			3	12000
2971	104518	11	60511			3	14000
2972	104518	12	60512			3	16000
2973	104518	13	60513			3	18000
2974	104518	14	60514			3	20000
2975	104518	15	60515			5	22000
2976	104518	16	60516			5	24000
2977	104518	17	60517			5	26000
2978	104518	18					
2979	104521	1	60201			1	2000
2980	104521	2	60202			1	3000
2981	104521	3	60203			1	4000
2982	104521	4	60204			1	5000
2983	104521	5	60205			2	6000
2984	104521	6	60206			2	7000
2985	104521	7	60207			2	8000
2986	104521	8	60208			2	9000
2987	104521	9	60209			2	10000
2988	104521	10	60210			3	12000
2989	104521	11	60211			3	14000
2990	104521	12	60212			3	16000
2991	104521	13	60213			3	18000
2992	104521	14	60214			3	20000
2993	104521	15	60215			5	22000
2994	104521	16	60216			5	24000
2995	104521	17	60217			5	26000
2996	104521	18					
2997	104522	0	61002			3	25000
2998	104522	1	61002			3	25000
2999	104523	1	60301	61301		1	2000
3000	104523	2	60302	61302		1	3000
3001	104523	3	60303	61303		1	4000
3002	104523	4	60304	61304		1	5000
3003	104523	5	60305	61305		2	6000
3004	104523	6	60306	61306		2	7000
3005	104523	7	60307	61307		2	8000
3006	104523	8	60308	61308		2	9000
3007	104523	9	60309	61309		2	10000
3008	104523	10	60310	61310		3	12000
3009	104523	11	60311	61311		3	14000
3010	104523	12	60312	61312		3	16000
3011	104523	13	60313	61313		3	18000
3012	104523	14	60314	61314		3	20000
3013	104523	15	60315	61315		5	22000
3014	104523	16	60316	61316		5	24000
3015	104523	17	60317	61317		5	26000
3016	104523	18					
3017	104524	0	62004			2	20000
3018	104524	1	62005			3	30000
3019	104524	2	62005			5	50000
3020	104525	0	62006			3	35000
3021	104525	1	62007			4	40000
3022	104525	2	62007			7	75000
3023	104526	0	62008			3	30000
3024	104526	1	62009			3	30000
3025	104526	2	62010			4	40000
3026	104526	3	62010			10	100000
3027	104527	0	60472				
3028	104527	1	60472				
3029	104528	1	60201			1	2000
3030	104528	2	60202			1	3000
3031	104528	3	60203			1	4000
3032	104528	4	60204			1	5000
3033	104528	5	60205			2	6000
3034	104528	6	60206			2	7000
3035	104528	7	60207			2	8000
3036	104528	8	60208			2	9000
3037	104528	9	60209			2	10000
3038	104528	10	60210			3	12000
3039	104528	11	60211			3	14000
3040	104528	12	60212			3	16000
3041	104528	13	60213			3	18000
3042	104528	14	60214			3	20000
3043	104528	15	60215			5	22000
3044	104528	16	60216			5	24000
3045	104528	17	60217			5	26000
3046	104528	18					
3047	105101	1	60001			1	2000
3048	105101	2	60002			1	3000
3049	105101	3	60003			1	4000
3050	105101	4	60004			1	5000
3051	105101	5	60005			2	6000
3052	105101	6	60006			2	7000
3053	105101	7	60007			2	8000
3054	105101	8	60008			2	9000
3055	105101	9	60009			2	10000
3056	105101	10	60010			3	12000
3057	105101	11	60011			3	14000
3058	105101	12	60012			3	16000
3059	105101	13	60013			3	18000
3060	105101	14	60014			3	20000
3061	105101	15	60015			5	22000
3062	105101	16	60016			5	24000
3063	105101	17	60017			5	26000
3064	105101	18					
3065	105106	1	60101			1	2000
3066	105106	2	60102			1	3000
3067	105106	3	60103			1	4000
3068	105106	4	60104			1	5000
3069	105106	5	60105			2	6000
3070	105106	6	60106			2	7000
3071	105106	7	60107			2	8000
3072	105106	8	60108			2	9000
3073	105106	9	60109			2	10000
3074	105106	10	60110			3	12000
3075	105106	11	60111			3	14000
3076	105106	12	60112			3	16000
3077	105106	13	60113			3	18000
3078	105106	14	60114			3	20000
3079	105106	15	60115			5	22000
3080	105106	16	60116			5	24000
3081	105106	17	60117			5	26000
3082	105106	18					
3083	105111	1	60201			1	2000
3084	105111	2	60202			1	3000
3085	105111	3	60203			1	4000
3086	105111	4	60204			1	5000
3087	105111	5	60205			2	6000
3088	105111	6	60206			2	7000
3089	105111	7	60207			2	8000
3090	105111	8	60208			2	9000
3091	105111	9	60209			2	10000
3092	105111	10	60210			3	12000
3093	105111	11	60211			3	14000
3094	105111	12	60212			3	16000
3095	105111	13	60213			3	18000
3096	105111	14	60214			3	20000
3097	105111	15	60215			5	22000
3098	105111	16	60216			5	24000
3099	105111	17	60217			5	26000
3100	105111	18					
3101	105116	1	60001			1	2000
3102	105116	2	60002			1	3000
3103	105116	3	60003			1	4000
3104	105116	4	60004			1	5000
3105	105116	5	60005			2	6000
3106	105116	6	60006			2	7000
3107	105116	7	60007			2	8000
3108	105116	8	60008			2	9000
3109	105116	9	60009			2	10000
3110	105116	10	60010			3	12000
3111	105116	11	60011			3	14000
3112	105116	12	60012			3	16000
3113	105116	13	60013			3	18000
3114	105116	14	60014			3	20000
3115	105116	15	60015			5	22000
3116	105116	16	60016			5	24000
3117	105116	17	60017			5	26000
3118	105116	18					
3119	105117	1	60101			1	2000
3120	105117	2	60102			1	3000
3121	105117	3	60103			1	4000
3122	105117	4	60104			1	5000
3123	105117	5	60105			2	6000
3124	105117	6	60106			2	7000
3125	105117	7	60107			2	8000
3126	105117	8	60108			2	9000
3127	105117	9	60109			2	10000
3128	105117	10	60110			3	12000
3129	105117	11	60111			3	14000
3130	105117	12	60112			3	16000
3131	105117	13	60113			3	18000
3132	105117	14	60114			3	20000
3133	105117	15	60115			5	22000
3134	105117	16	60116			5	24000
3135	105117	17	60117			5	26000
3136	105117	18					
3137	105118	1	60501			1	2000
3138	105118	2	60502			1	3000
3139	105118	3	60503			1	4000
3140	105118	4	60504			1	5000
3141	105118	5	60505			2	6000
3142	105118	6	60506			2	7000
3143	105118	7	60507			2	8000
3144	105118	8	60508			2	9000
3145	105118	9	60509			2	10000
3146	105118	10	60510			3	12000
3147	105118	11	60511			3	14000
3148	105118	12	60512			3	16000
3149	105118	13	60513			3	18000
3150	105118	14	60514			3	20000
3151	105118	15	60515			5	22000
3152	105118	16	60516			5	24000
3153	105118	17	60517			5	26000
3154	105118	18					
3155	105121	1	60201			1	2000
3156	105121	2	60202			1	3000
3157	105121	3	60203			1	4000
3158	105121	4	60204			1	5000
3159	105121	5	60205			2	6000
